"respondent_id","h1n1_vaccine","seasonal_vaccine"
27083,0.042375,0.197125
27084,0.974,0.923625
27085,0,0
27086,0.003375,0.025875
27087,0.38725,0.313875
27088,0.6355,0.646125
27089,0.3735,0.181125
27090,0.4405,0.7845
27091,0.89775,0.360375
27092,0.0035,0.035125
27093,0.35425,0.076625
27094,0,0.015625
27095,0.024375,0.593375
27096,0.04425,0.0985
27097,0.9735,0.94425
27098,0.946625,0.98975
27099,0.3545,0.702625
27100,0.21425,0.938125
27101,0.08075,0.723125
27102,0.208375,0.80025
27103,0.001125,0.005625
27104,0.4485,0.581625
27105,0.151875,0.508
27106,0.787375,0.806125
27107,0.927,0.94475
27108,0.085375,0.2335
27109,0.012,0.01525
27110,0.0655,0.22975
27111,0.00425,0.336625
27112,0.68175,0.782
27113,0.00425,0.010125
27114,0.00325,0.025625
27115,0.982875,0.95925
27116,0.501375,0.984625
27117,0,0
27118,0.04825,0.5985
27119,0.002125,0.123625
27120,0.750375,0.995
27121,0.05625,0.719625
27122,0.019625,0.387625
27123,0.00375,0.01
27124,0.063875,0.099
27125,0,0
27126,0.50025,0.082125
27127,0.014,0.00975
27128,0.250875,0.556375
27129,0.867625,0.501875
27130,0.02775,0.045625
27131,0.0045,0.02575
27132,0.94275,1
27133,0.34975,0.963875
27134,0.994375,0.994875
27135,0.524375,0.551
27136,0.0055,0.462625
27137,0.008625,0.03025
27138,0.274375,0.305125
27139,0.37375,0.10175
27140,1,0.990125
27141,0.9625,0.914125
27142,0.004375,0.01025
27143,0.51125,0.65175
27144,0.00875,0.03525
27145,0.861125,0.8115
27146,0.212125,0.9795
27147,0.005625,0
27148,0.33725,0.021125
27149,0.504,0.14775
27150,0.891,0.99
27151,0.206375,0.7615
27152,0.001125,0.00025
27153,0.482125,0.92975
27154,0.991375,0.99475
27155,0.11075,0.7385
27156,0.008875,0.19925
27157,0.0375,0.5115
27158,0.00775,0.382125
27159,0.00775,0.051125
27160,0.505375,0.31425
27161,0.549625,0.49575
27162,0.6135,0.969375
27163,0.976125,0.796375
27164,0.66525,0.177625
27165,0.95475,0.8075
27166,0.526625,0.324875
27167,0.11475,0.36825
27168,0.530125,0.782625
27169,0.9935,0.99
27170,0.68075,0.9285
27171,0.01425,0.01475
27172,0.09725,0.825625
27173,0.61175,0.618875
27174,0.07975,0.077875
27175,0.019375,0.01525
27176,0.831875,0.995
27177,0.99475,0.98475
27178,0.0155,0.13625
27179,0.027375,0.03125
27180,0.719625,0.435625
27181,0.047375,0.861625
27182,0.9925,0.99
27183,0.0205,0.765625
27184,0.052375,0.312125
27185,0.96925,0.919
27186,0.399,0.7825
27187,0.209875,0.177
27188,0.073125,0.298125
27189,0.057875,0.665
27190,0.768875,0.94975
27191,0.616125,0.964375
27192,0.93175,0.89325
27193,0,0.067625
27194,0.116125,0.403625
27195,0.017875,0.14575
27196,0.637625,0.14825
27197,0.200375,0.6995
27198,0.999,1
27199,0.006625,0.2405
27200,0.39575,0.561
27201,0.970375,0.949125
27202,0.065125,0.117
27203,0.004375,0.015125
27204,0,0
27205,0.001,0.000125
27206,0.2595,0.253625
27207,0.009875,0.020625
27208,0.965,0.93975
27209,0.002,0.06525
27210,0.427125,0.167875
27211,0.263,0.29175
27212,0.788875,0.995
27213,0.775375,0.61325
27214,0.001,0.04025
27215,0.465875,0.79575
27216,0.278125,0.84725
27217,0.0355,0.244
27218,0.87425,0.984875
27219,0.849375,0.78475
27220,0.50925,0.5045
27221,0.067875,0.831
27222,0.478125,0.683375
27223,0.151625,0.733375
27224,0.37,0.602375
27225,0.428375,0.122875
27226,0.003375,0
27227,0.070625,0.116875
27228,0.859625,0.882625
27229,0.981125,0.9895
27230,0.44975,1
27231,0.763625,0.90275
27232,0.13325,0.56125
27233,0.83425,0.425625
27234,0.00875,0.005
27235,1,1
27236,0.218,0.8975
27237,0.874875,0.80275
27238,0.5595,0.9235
27239,0.648375,0.307375
27240,0.056875,0.147625
27241,0.00225,0.005
27242,0.229875,0.40975
27243,0.02825,0.051
27244,0.008,0.004875
27245,0.347125,0.489875
27246,0.9875,0.99975
27247,0.5905,0.979375
27248,0.21225,0.716625
27249,0.07575,0.707875
27250,0.01975,0.121625
27251,0.0235,0.46325
27252,0.699375,0.578625
27253,0.165625,0.902375
27254,1,1
27255,0.027125,0.03
27256,0.878,0.995
27257,0.680875,0.628875
27258,0.75925,0.88725
27259,0.960375,0.955
27260,0.37925,0.320125
27261,0.03575,0.752625
27262,0.434125,0.469125
27263,0.301,0.030625
27264,0.0075,0.040375
27265,0.23025,0.392875
27266,0.497125,0.2565
27267,0.763625,0.916875
27268,0.087,0.121875
27269,0.970375,0.70675
27270,0.008375,0
27271,0.01525,0.024875
27272,0.125125,0.4895
27273,0.03025,0.21975
27274,0.04675,0.158
27275,0.407125,0.39325
27276,0.036875,0.214125
27277,0.103375,0.957875
27278,0.399375,0.468625
27279,0.0155,0.28
27280,0.911375,0.75725
27281,0.061375,0.448375
27282,0.231,0.9185
27283,0.001125,0.000875
27284,0.643625,0.66375
27285,0.1925,0.598875
27286,0.03825,0.396125
27287,0.4755,0.5325
27288,0.796625,0.837625
27289,0.780125,0.606625
27290,0.017625,0.030125
27291,0.94275,0.9845
27292,0.084625,0.48
27293,0.34125,1
27294,0.0045,0.015
27295,0.64425,0.948875
27296,0.193625,0.807375
27297,0.232375,0.872625
27298,0.118375,0.3885
27299,0.472125,0.69925
27300,0.61925,0.984875
27301,0,0
27302,0.091,0.75075
27303,0.08075,0.174875
27304,0.13125,0.89175
27305,0.004375,0
27306,0.044375,0.621875
27307,0.990375,0.98
27308,0.347,0.24125
27309,0.866875,1
27310,0.0065,0.168375
27311,0.0365,0.01475
27312,0.094875,0.459125
27313,0.00125,0
27314,0,0
27315,0.012,0.0855
27316,0.591375,0.8175
27317,0.388875,0.3125
27318,0.4365,0.37475
27319,0.736875,0.90825
27320,0.934875,0.886375
27321,0.017,0.760375
27322,0.669625,0.1935
27323,0.177125,0.455
27324,0.8385,0.832125
27325,0.956625,0.99475
27326,0.410375,0.741375
27327,0.4355,0.184125
27328,0.531125,0.54075
27329,0.055625,0.126375
27330,0.031125,0.45775
27331,0.00125,0
27332,0.590375,1
27333,0.9195,0.8625
27334,0.001,0.005
27335,0.371375,0.057
27336,0.00625,0.00025
27337,0.42075,0.755625
27338,0.3515,0.334
27339,0.708875,0.319
27340,0,0.073
27341,0.37125,0.72925
27342,0.161375,0.530375
27343,0.003125,0.014875
27344,0.43375,0.594125
27345,0.085375,0.106125
27346,0.995625,0.995
27347,0.973375,0.989625
27348,0.011,0.0455
27349,0.0335,0.2865
27350,0.38775,0.978375
27351,0.95525,0.953
27352,0.258375,0.317125
27353,0.019625,0.0925
27354,0.35525,0.8215
27355,0.56175,0.56625
27356,0.520875,0.76525
27357,0.015125,0.313
27358,0.277,0.938375
27359,0.59725,0.79725
27360,0.412625,0.6955
27361,0.118375,0.952875
27362,0.44575,0.5835
27363,0.149625,0.11675
27364,0.0125,0.55025
27365,0.483625,0.536
27366,0.79225,0.7285
27367,0.54625,0.454625
27368,0.057125,0.544875
27369,0.009875,0
27370,0.159625,0.872625
27371,0.66625,0.567375
27372,0.015625,0.02025
27373,0.9945,0.9395
27374,0.001,0.12225
27375,0.612125,0.965375
27376,0.9715,0.67075
27377,0.251875,0.555125
27378,0.002125,0
27379,0.00675,0.02975
27380,0.534875,0.96375
27381,0.293,0.506125
27382,0.51975,0.133375
27383,0.3255,0.75175
27384,0.060125,0.443875
27385,0.222,0.9485
27386,0.58,0.98025
27387,0.970875,0.999875
27388,0.23125,0.311125
27389,0.341625,0.166
27390,0,0
27391,0.46875,0.8025
27392,0.998875,0.989375
27393,0.001,0.000375
27394,0.036,0.392375
27395,0.974125,0.84825
27396,0.0045,0
27397,1,0.999625
27398,0.996875,0.99975
27399,0.565,0.79925
27400,0.206125,0.876875
27401,0.77375,0.580375
27402,0.3635,0.85175
27403,0.002125,0.04575
27404,0.514375,0.17375
27405,1,0.984125
27406,0.002125,0
27407,0.00875,0.08825
27408,0.338,0.89475
27409,0.997625,0.999625
27410,0.022875,0.05575
27411,0.021125,0.029875
27412,0.604375,0.856
27413,0.027375,0.34075
27414,0.92975,0.725
27415,0.1295,0.326875
27416,0.013125,0.11625
27417,0.0715,0.56225
27418,0.504875,0.123625
27419,0.81675,1
27420,0.233,0.040875
27421,0.03225,0.1685
27422,0.819875,0.893
27423,0.013125,0.229
27424,0.471875,0.598625
27425,0.730375,0.801125
27426,0.0165,0.05025
27427,0.291375,0.357625
27428,0.0035,0.01525
27429,0.532,0.17975
27430,0.460625,0.7565
27431,0.371875,0.685375
27432,0.214,0.522125
27433,0.53025,0.98025
27434,0.347625,0.23475
27435,0.392375,0.661
27436,0.00525,0.04125
27437,0.219125,0.0405
27438,0,0.00525
27439,0.694,0.578125
27440,0.81475,0.559875
27441,0.986875,0.99
27442,0.5855,0.927125
27443,0.001,0.04075
27444,0.161,0.030375
27445,0.004375,0.01025
27446,0.21725,0.0605
27447,0.04375,0.065625
27448,0.65625,0.720625
27449,0.4245,0.948625
27450,0.3455,0.804875
27451,0.001375,0.005
27452,0.02125,0.07775
27453,0.279875,0.97875
27454,0.072,0.262125
27455,0.3125,0.326875
27456,0.502125,0.435
27457,0,0.004875
27458,0.01575,0.465875
27459,0.00675,0.04125
27460,0.95875,0.974125
27461,0.371375,0.0875
27462,0.007375,0.4825
27463,0.024875,0.16775
27464,0.909125,0.787125
27465,0.99675,0.98975
27466,0.002125,0.00025
27467,0.024,0.025625
27468,0.121875,0.398625
27469,0.132,0.444875
27470,1,0.995125
27471,0.17075,0.736
27472,0.47675,0.495375
27473,0.003125,0.198
27474,0.270125,0.493875
27475,0.006875,0.004875
27476,0.4595,0.5005
27477,0.010125,0.02
27478,0.164375,0.60475
27479,0.170125,0.179375
27480,0.661375,0.906875
27481,0.906375,0.908125
27482,0.520375,0.169
27483,0.79675,0.927625
27484,0.898,0.989375
27485,0.12075,0.816875
27486,0.013125,0.020375
27487,0.5745,0.913375
27488,1,1
27489,0.98675,0.939125
27490,0.07275,0.29825
27491,0.396375,0.525625
27492,0.089375,0.449625
27493,0.334125,0.923125
27494,0.72475,0.861625
27495,0.381125,0.153
27496,0,0
27497,0.424125,0.050125
27498,0.17775,0.66475
27499,0.52825,0.989625
27500,0.4475,0.902625
27501,0.00125,0.015125
27502,0.217125,0.6435
27503,0.04175,0.6775
27504,0.002125,0
27505,0.033375,0.075625
27506,0.788875,0.865625
27507,0.022125,0.02175
27508,0.021125,0.065625
27509,0.525125,0.651625
27510,0.788375,0.497125
27511,0.68175,0.845875
27512,0.047375,0.152875
27513,0.338625,0.6635
27514,0.773375,0.636625
27515,0.795,0.58225
27516,0.79125,0.846
27517,0,0
27518,0.99775,0.98975
27519,0.00775,0.004875
27520,0.001125,0.005125
27521,0.1515,0.449
27522,0.0215,0.066125
27523,0.019875,0.025875
27524,0.0605,0.526875
27525,0.01525,0.070375
27526,0.858,0.79
27527,0.157125,0.984375
27528,0.671125,0.938875
27529,0.133375,0.85825
27530,0.011625,0.009875
27531,0.312875,0.02
27532,0.583125,0.990125
27533,0.70625,0.521625
27534,0.264125,0.090625
27535,0.226375,0.8055
27536,0.306375,0.302625
27537,0.93225,0.95975
27538,0.668875,0.562375
27539,0.280625,0.7535
27540,0.75825,0.28925
27541,0.935,1
27542,0.005375,0.009875
27543,0.8,0.80675
27544,0.2885,0.253875
27545,0.326,0.087625
27546,0.9715,0.801625
27547,0.004375,0.01475
27548,0.208,0.97925
27549,0.287875,0.91275
27550,0.325125,0.198125
27551,0.382375,0.476625
27552,0.1945,0.877125
27553,0.01775,0.411125
27554,0.57775,0.428375
27555,0.06125,0.051125
27556,0.3345,0.8155
27557,0.574625,0.944
27558,0.028375,0.03475
27559,0.5365,0.766875
27560,0.676125,0.80075
27561,0.703625,0.86325
27562,0.544125,0.777125
27563,0.623375,0.707125
27564,0.46525,0.32825
27565,0.369875,0.132375
27566,0.347875,0.347
27567,0.471125,0.766375
27568,0.91425,0.98
27569,0.22775,0.151875
27570,0.91175,0.87275
27571,0.002125,0.04
27572,0,0
27573,0.03025,0.2075
27574,0.776125,0.487
27575,0.06025,0.34675
27576,0.005375,0.0405
27577,0.324875,0.332
27578,0.3085,0.3895
27579,0.04075,0.56975
27580,0.035625,0.683
27581,0.365875,0.21175
27582,0.014375,0.024875
27583,0.015625,0.050375
27584,0.9145,0.67475
27585,0.541625,0.48625
27586,0.99775,0.994625
27587,0.038875,0.749
27588,0.023,0.126
27589,0.05075,0.374125
27590,0.681125,0.4755
27591,0.749125,0.796875
27592,0.001,0
27593,0.006375,0.000125
27594,0.421125,0.826375
27595,0,0.133375
27596,0.020875,0.01525
27597,0.44925,0.293875
27598,0.411375,0.233
27599,0.970625,0.96875
27600,0.008625,0.533625
27601,0.137375,0.764875
27602,0.9945,0.98025
27603,0.002125,0
27604,0.012375,0.362
27605,0.94625,0.792
27606,0.293625,0.108375
27607,0.847625,0.608
27608,0.170875,0.61575
27609,0.935125,0.908625
27610,0.62875,0.786
27611,0.57775,0.13625
27612,0.059,0.616125
27613,0.998875,0.995125
27614,0.039375,0.348375
27615,0.41625,0.989875
27616,0.002,0
27617,0.645,0.572375
27618,0.56825,0.721125
27619,0.540375,0.207625
27620,0.927375,0.854625
27621,0.065375,0.45125
27622,0.871875,1
27623,0.595625,0.901625
27624,0.372625,0.848375
27625,0.141875,0.47925
27626,0.001,0.025
27627,0.998875,0.985
27628,0.1715,0.916625
27629,0,0.01475
27630,0.68525,0.913125
27631,0.465875,0.334625
27632,0.066125,0.44625
27633,0.719625,0.643375
27634,0.863625,0.796875
27635,0.04525,0.398
27636,0.663875,0.89775
27637,0.003375,0
27638,0.2295,0.29775
27639,0.018875,0.2455
27640,0.96775,0.750375
27641,0.75875,0.66625
27642,0.837875,0.86875
27643,0.006375,0.005125
27644,0.1345,0.56475
27645,0.323,0.044875
27646,0.008625,0.337
27647,0.494,0.4185
27648,0.0035,0
27649,0.11875,0.47625
27650,0.15675,0.6395
27651,0.290875,0.959125
27652,0.543,0.4445
27653,0.0055,0
27654,0.778125,0.622125
27655,0.2785,0.214875
27656,0.234375,0.047125
27657,0.79475,0.35975
27658,0.112125,0.464
27659,0,0
27660,0.747625,0.582125
27661,0.543875,0.06725
27662,0.024,0.075375
27663,0.599375,0.9075
27664,0.31025,0.025
27665,0.999875,0.933875
27666,0.178,0.80225
27667,0,0.01025
27668,1,1
27669,0.59975,0.99
27670,0.682375,0.994875
27671,0.964125,0.995125
27672,0.0075,0.004875
27673,0,0.039875
27674,0.04975,0.474125
27675,0.731,0.861625
27676,0.7855,0.97925
27677,0.056125,0.107125
27678,0.467,0.3845
27679,0.021,0.553375
27680,0.994625,0.989875
27681,0.001125,0.00025
27682,0.116875,0.9745
27683,0.062125,0.565875
27684,0.005625,0.009875
27685,0.00975,0.000125
27686,0.328875,0.354625
27687,0.016125,0.000375
27688,0.20975,0.75525
27689,0.939875,1
27690,0.9305,1
27691,0.998875,1
27692,0.053375,0.353625
27693,0.155625,0.7445
27694,0.43175,0.76825
27695,0.436,0.39725
27696,0.2105,0.82175
27697,0.962625,0.954
27698,0.721375,0.607875
27699,0.035375,0.20675
27700,0.06225,0.459625
27701,0.738625,0.52075
27702,0.634625,0.339
27703,0.005375,0.025
27704,0.002,0
27705,0.9965,0.904
27706,0.193875,0.89775
27707,0.047375,0.1865
27708,0.863625,0.791125
27709,0.346375,0.07625
27710,0.07575,0.143125
27711,0.79175,0.622625
27712,0.00325,0
27713,0,0.05975
27714,0.371125,0.05125
27715,0.970125,0.852
27716,0.001,0.13875
27717,0.176625,0.101375
27718,0.028875,0.258625
27719,0,0.03725
27720,0.034125,0.34125
27721,0.515625,0.175125
27722,0.57475,0.4955
27723,0.842625,0.9545
27724,0.0285,0.109375
27725,0.00425,0.442375
27726,0.112875,0.17975
27727,0.598625,0.979625
27728,0.67125,0.572125
27729,0.04,0.04075
27730,0.914875,0.734
27731,0.999875,0.99
27732,0.251625,0.97975
27733,0.003125,0.2195
27734,0.10825,0.407625
27735,0.872875,0.644625
27736,0.3745,0.11225
27737,0.479,0.862375
27738,0.8225,1
27739,0.765,0.705375
27740,0.03,0.182125
27741,0.7765,0.81675
27742,0.524625,0.798
27743,0.905625,0.8825
27744,0.010625,0.238125
27745,0.9965,0.985
27746,0.158625,0.655375
27747,0.029125,0.24725
27748,0.650375,0.17825
27749,0.635875,0.8165
27750,0.53225,0.317875
27751,0.1005,0.162625
27752,0.85275,0.83025
27753,0.0035,0
27754,0.597375,0.83725
27755,1,1
27756,0,0.009875
27757,0,0.000125
27758,0.09025,0.80775
27759,0,0.004875
27760,0.957125,0.9795
27761,0.258375,0.882125
27762,0.246125,0.0775
27763,0.04675,0.631625
27764,0.565875,0.57725
27765,0.065625,0.646875
27766,0.98025,0.954375
27767,0.873625,0.969875
27768,0.19275,0.014875
27769,0.1145,0.4005
27770,0.037125,0.789
27771,0.0765,0.52175
27772,0.9845,0.959625
27773,0.06125,0.359
27774,0.482625,0.130875
27775,0.3155,0.076625
27776,0.003,0.005
27777,0.043125,0.499375
27778,0.652,0.157125
27779,0.013375,0.03025
27780,0.132,0.909125
27781,0,0
27782,0.9955,0.99925
27783,0.075875,0.680875
27784,0.303125,0.177875
27785,0.041875,0.294125
27786,0.40975,0.23275
27787,0.324875,0.19825
27788,0.006625,0.01575
27789,0.996875,0.989875
27790,0.96075,0.90275
27791,0.02425,0.18775
27792,0.070875,0.917625
27793,0.5875,0.087375
27794,0.198,0.132125
27795,0.93625,0.989625
27796,0.057625,0.62725
27797,0.812875,0.84225
27798,0.486375,0.08125
27799,0.318375,0.02
27800,0.3465,0.383375
27801,0.001125,0
27802,0.978375,0.969375
27803,0,0
27804,0.996375,0.9895
27805,0.024125,0.056
27806,0.99,0.959625
27807,0.670125,0.8925
27808,0.6125,0.4745
27809,0.961,1
27810,0.003125,0.232625
27811,0.0085,0.005125
27812,0.000125,0
27813,0.065625,0.46225
27814,0.2115,0.1515
27815,0.053125,0.3335
27816,0.68875,0.755125
27817,0.07625,0.257375
27818,0.42125,0.801125
27819,0.394,0.127625
27820,0.977875,0.88925
27821,0.1955,0.1825
27822,0.00875,0.020625
27823,0.659625,0.571875
27824,0.336875,0.811125
27825,0.64,0.342125
27826,0.13825,0.658
27827,0.06075,0.0205
27828,0.00675,0.055125
27829,0.026375,0.051625
27830,0.68025,0.1885
27831,0.349625,0.53025
